"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"High","Australia","Email","2023-02-01","5","4","1","80.00","367.8"
"High","Australia","Organic","2023-02-01","7","6","1","85.71","344.3"
"High","Australia","Paid Search","2023-02-01","8","6","2","75.00","410.3"
"High","Australia","Referral","2023-02-01","1","1","0","100.00","122.0"
"High","Australia","Social","2023-02-01","1","1","0","100.00","635.0"
"High","Austria","Affiliate","2023-02-01","13","6","7","46.15","314.8"
"High","Austria","Email","2023-02-01","1","1","0","100.00","709.0"
"High","Austria","Organic","2023-02-01","2","1","1","50.00","54.0"
"High","Austria","Paid Search","2023-02-01","3","3","0","100.00","312.7"
"High","Austria","Social","2023-02-01","3","2","1","66.67","263.0"
"High","Canada","Affiliate","2023-02-01","6","4","2","66.67","291.8"
"High","Canada","Email","2023-02-01","1","1","0","100.00","192.0"
"High","Canada","Organic","2023-02-01","7","6","1","85.71","329.0"
"High","Canada","Paid Search","2023-02-01","5","2","3","40.00","149.5"
"High","Canada","Referral","2023-02-01","1","1","0","100.00","357.0"
"High","Canada","Social","2023-02-01","1","1","0","100.00","204.0"
"High","Finland","Affiliate","2023-02-01","2","2","0","100.00","329.5"
"High","Finland","Email","2023-02-01","4","3","1","75.00","344.0"
"High","Finland","Organic","2023-02-01","4","3","1","75.00","434.0"
"High","Finland","Paid Search","2023-02-01","6","5","1","83.33","190.6"
"High","Finland","Referral","2023-02-01","3","3","0","100.00","234.0"
"High","Finland","Social","2023-02-01","2","1","1","50.00","264.0"
"High","Germany","Affiliate","2023-02-01","20","15","5","75.00","302.5"
"High","Germany","Email","2023-02-01","5","1","4","20.00","229.0"
"High","Germany","Organic","2023-02-01","7","5","2","71.43","126.6"
"High","Germany","Paid Search","2023-02-01","7","6","1","85.71","202.2"
"High","Germany","Referral","2023-02-01","5","4","1","80.00","317.8"
"High","Germany","Social","2023-02-01","5","2","3","40.00","334.5"
"High","Ireland","Affiliate","2023-02-01","3","3","0","100.00","191.0"
"High","Ireland","Email","2023-02-01","2","1","1","50.00","142.0"
"High","Ireland","Organic","2023-02-01","5","5","0","100.00","308.6"
"High","Ireland","Paid Search","2023-02-01","3","2","1","66.67","427.5"
"High","Ireland","Social","2023-02-01","1","1","0","100.00","33.0"
"High","Malta","Affiliate","2023-02-01","6","6","0","100.00","157.7"
"High","Malta","Organic","2023-02-01","2","2","0","100.00","235.0"
"High","Malta","Paid Search","2023-02-01","3","0","3","0.00",NULL
"High","Malta","Social","2023-02-01","1","1","0","100.00","238.0"
"High","Netherlands","Affiliate","2023-02-01","4","4","0","100.00","288.5"
"High","Netherlands","Email","2023-02-01","1","1","0","100.00","94.0"
"High","Netherlands","Organic","2023-02-01","4","2","2","50.00","287.5"
"High","Netherlands","Paid Search","2023-02-01","2","2","0","100.00","408.0"
"High","Netherlands","Referral","2023-02-01","2","2","0","100.00","329.5"
"High","Netherlands","Social","2023-02-01","1","1","0","100.00","267.0"
"High","New Zealand","Affiliate","2023-02-01","3","2","1","66.67","275.5"
"High","New Zealand","Email","2023-02-01","1","1","0","100.00","651.0"
"High","New Zealand","Paid Search","2023-02-01","3","2","1","66.67","540.5"
"High","New Zealand","Referral","2023-02-01","1","1","0","100.00","503.0"
"High","Norway","Affiliate","2023-02-01","7","4","3","57.14","132.8"
"High","Norway","Organic","2023-02-01","7","5","2","71.43","417.8"
"High","Norway","Paid Search","2023-02-01","6","5","1","83.33","412.2"
"High","Norway","Referral","2023-02-01","1","1","0","100.00","94.0"
"High","Norway","Social","2023-02-01","2","2","0","100.00","179.5"
"High","Sweden","Affiliate","2023-02-01","6","6","0","100.00","138.7"
"High","Sweden","Email","2023-02-01","1","1","0","100.00","358.0"
"High","Sweden","Organic","2023-02-01","6","5","1","83.33","200.0"
"High","Sweden","Paid Search","2023-02-01","8","7","1","87.50","114.4"
"High","Sweden","Referral","2023-02-01","1","1","0","100.00","152.0"
"High","Sweden","Social","2023-02-01","2","1","1","50.00","147.0"
"High","UK","Affiliate","2023-02-01","11","8","3","72.73","259.8"
"High","UK","Email","2023-02-01","6","4","2","66.67","310.8"
"High","UK","Organic","2023-02-01","9","7","2","77.78","255.6"
"High","UK","Paid Search","2023-02-01","11","9","2","81.82","306.6"
"High","UK","Referral","2023-02-01","3","3","0","100.00","252.3"
"High","UK","Social","2023-02-01","3","3","0","100.00","178.0"
"Low","Australia","Affiliate","2023-02-01","13","13","0","100.00","166.0"
"Low","Australia","Email","2023-02-01","6","6","0","100.00","208.8"
"Low","Australia","Organic","2023-02-01","12","12","0","100.00","149.0"
"Low","Australia","Paid Search","2023-02-01","8","8","0","100.00","175.5"
"Low","Australia","Referral","2023-02-01","1","1","0","100.00","110.0"
"Low","Australia","Social","2023-02-01","4","4","0","100.00","156.8"
"Low","Austria","Affiliate","2023-02-01","9","9","0","100.00","140.4"
"Low","Austria","Email","2023-02-01","6","6","0","100.00","210.0"
"Low","Austria","Organic","2023-02-01","4","4","0","100.00","126.3"
"Low","Austria","Paid Search","2023-02-01","7","7","0","100.00","237.6"
"Low","Austria","Referral","2023-02-01","3","3","0","100.00","139.0"
"Low","Austria","Social","2023-02-01","2","2","0","100.00","81.0"
"Low","Canada","Affiliate","2023-02-01","16","16","0","100.00","202.6"
"Low","Canada","Email","2023-02-01","7","7","0","100.00","207.3"
"Low","Canada","Organic","2023-02-01","10","10","0","100.00","233.4"
"Low","Canada","Paid Search","2023-02-01","6","6","0","100.00","154.3"
"Low","Canada","Referral","2023-02-01","5","5","0","100.00","141.2"
"Low","Canada","Social","2023-02-01","4","4","0","100.00","179.5"
"Low","Finland","Affiliate","2023-02-01","15","15","0","100.00","205.0"
"Low","Finland","Email","2023-02-01","2","2","0","100.00","217.5"
"Low","Finland","Organic","2023-02-01","6","6","0","100.00","224.7"
"Low","Finland","Paid Search","2023-02-01","6","6","0","100.00","173.5"
"Low","Finland","Referral","2023-02-01","4","4","0","100.00","205.5"
"Low","Finland","Social","2023-02-01","4","4","0","100.00","159.3"
"Low","Germany","Affiliate","2023-02-01","45","44","1","97.78","147.7"
"Low","Germany","Email","2023-02-01","11","11","0","100.00","168.8"
"Low","Germany","Organic","2023-02-01","21","20","1","95.24","168.4"
"Low","Germany","Paid Search","2023-02-01","28","27","1","96.43","215.3"
"Low","Germany","Referral","2023-02-01","8","8","0","100.00","150.3"
"Low","Germany","Social","2023-02-01","13","13","0","100.00","168.2"
"Low","Ireland","Affiliate","2023-02-01","20","20","0","100.00","123.1"
"Low","Ireland","Email","2023-02-01","3","3","0","100.00","144.3"
"Low","Ireland","Organic","2023-02-01","7","7","0","100.00","185.1"
"Low","Ireland","Paid Search","2023-02-01","6","6","0","100.00","71.5"
"Low","Ireland","Referral","2023-02-01","6","6","0","100.00","146.8"
"Low","Ireland","Social","2023-02-01","6","6","0","100.00","265.7"
"Low","Malta","Affiliate","2023-02-01","10","10","0","100.00","139.3"
"Low","Malta","Email","2023-02-01","5","5","0","100.00","90.6"
"Low","Malta","Organic","2023-02-01","3","3","0","100.00","76.0"
"Low","Malta","Paid Search","2023-02-01","7","7","0","100.00","190.6"
"Low","Malta","Referral","2023-02-01","1","1","0","100.00","186.0"
"Low","Malta","Social","2023-02-01","3","3","0","100.00","212.3"
"Low","Netherlands","Affiliate","2023-02-01","10","10","0","100.00","148.9"
"Low","Netherlands","Email","2023-02-01","5","5","0","100.00","235.0"
"Low","Netherlands","Organic","2023-02-01","6","6","0","100.00","239.3"
"Low","Netherlands","Paid Search","2023-02-01","8","8","0","100.00","220.3"
"Low","Netherlands","Referral","2023-02-01","3","3","0","100.00","207.3"
"Low","Netherlands","Social","2023-02-01","6","5","1","83.33","144.6"
"Low","New Zealand","Affiliate","2023-02-01","12","11","1","91.67","194.5"
"Low","New Zealand","Email","2023-02-01","2","2","0","100.00","162.0"
"Low","New Zealand","Organic","2023-02-01","4","4","0","100.00","180.3"
"Low","New Zealand","Paid Search","2023-02-01","5","5","0","100.00","267.4"
"Low","New Zealand","Referral","2023-02-01","1","1","0","100.00","286.0"
"Low","New Zealand","Social","2023-02-01","3","3","0","100.00","70.3"
"Low","Norway","Affiliate","2023-02-01","17","17","0","100.00","171.9"
"Low","Norway","Email","2023-02-01","3","3","0","100.00","212.0"
"Low","Norway","Organic","2023-02-01","6","6","0","100.00","97.8"
"Low","Norway","Paid Search","2023-02-01","10","10","0","100.00","153.2"
"Low","Norway","Referral","2023-02-01","6","6","0","100.00","138.5"
"Low","Norway","Social","2023-02-01","2","2","0","100.00","143.5"
"Low","Sweden","Affiliate","2023-02-01","15","15","0","100.00","153.0"
"Low","Sweden","Email","2023-02-01","7","7","0","100.00","156.0"
"Low","Sweden","Organic","2023-02-01","10","10","0","100.00","148.2"
"Low","Sweden","Paid Search","2023-02-01","17","17","0","100.00","173.1"
"Low","Sweden","Referral","2023-02-01","3","2","1","66.67","117.5"
"Low","Sweden","Social","2023-02-01","7","7","0","100.00","228.7"
"Low","UK","Affiliate","2023-02-01","30","29","1","96.67","128.7"
"Low","UK","Email","2023-02-01","20","20","0","100.00","166.0"
"Low","UK","Organic","2023-02-01","20","18","2","90.00","182.5"
"Low","UK","Paid Search","2023-02-01","21","21","0","100.00","250.0"
"Low","UK","Referral","2023-02-01","2","2","0","100.00","98.5"
"Low","UK","Social","2023-02-01","6","6","0","100.00","141.8"
"Mid","Australia","Affiliate","2023-02-01","15","15","0","100.00","172.2"
"Mid","Australia","Email","2023-02-01","6","6","0","100.00","192.2"
"Mid","Australia","Organic","2023-02-01","11","11","0","100.00","235.9"
"Mid","Australia","Paid Search","2023-02-01","12","9","3","75.00","225.0"
"Mid","Australia","Referral","2023-02-01","4","4","0","100.00","239.8"
"Mid","Australia","Social","2023-02-01","7","5","2","71.43","203.4"
"Mid","Austria","Affiliate","2023-02-01","6","4","2","66.67","275.0"
"Mid","Austria","Email","2023-02-01","4","4","0","100.00","168.0"
"Mid","Austria","Organic","2023-02-01","10","10","0","100.00","162.3"
"Mid","Austria","Paid Search","2023-02-01","3","3","0","100.00","185.3"
"Mid","Austria","Referral","2023-02-01","6","5","1","83.33","232.0"
"Mid","Austria","Social","2023-02-01","7","7","0","100.00","106.0"
"Mid","Canada","Affiliate","2023-02-01","21","21","0","100.00","194.7"
"Mid","Canada","Email","2023-02-01","9","7","2","77.78","289.4"
"Mid","Canada","Organic","2023-02-01","10","8","2","80.00","189.4"
"Mid","Canada","Paid Search","2023-02-01","9","9","0","100.00","252.9"
"Mid","Canada","Referral","2023-02-01","4","3","1","75.00","284.0"
"Mid","Canada","Social","2023-02-01","10","10","0","100.00","293.2"
"Mid","Finland","Affiliate","2023-02-01","15","15","0","100.00","235.8"
"Mid","Finland","Email","2023-02-01","9","9","0","100.00","245.3"
"Mid","Finland","Organic","2023-02-01","13","12","1","92.31","268.7"
"Mid","Finland","Paid Search","2023-02-01","13","13","0","100.00","270.9"
"Mid","Finland","Referral","2023-02-01","3","3","0","100.00","187.3"
"Mid","Finland","Social","2023-02-01","10","8","2","80.00","189.1"
"Mid","Germany","Affiliate","2023-02-01","40","38","2","95.00","268.3"
"Mid","Germany","Email","2023-02-01","18","17","1","94.44","244.0"
"Mid","Germany","Organic","2023-02-01","29","28","1","96.55","180.4"
"Mid","Germany","Paid Search","2023-02-01","39","33","6","84.62","216.0"
"Mid","Germany","Referral","2023-02-01","10","9","1","90.00","289.8"
"Mid","Germany","Social","2023-02-01","15","15","0","100.00","206.9"
"Mid","Ireland","Affiliate","2023-02-01","11","9","2","81.82","175.9"
"Mid","Ireland","Email","2023-02-01","10","8","2","80.00","267.3"
"Mid","Ireland","Organic","2023-02-01","5","3","2","60.00","219.7"
"Mid","Ireland","Paid Search","2023-02-01","7","6","1","85.71","324.2"
"Mid","Ireland","Referral","2023-02-01","4","2","2","50.00","205.0"
"Mid","Ireland","Social","2023-02-01","1","1","0","100.00","58.0"
"Mid","Malta","Affiliate","2023-02-01","12","10","2","83.33","210.2"
"Mid","Malta","Email","2023-02-01","2","1","1","50.00","132.0"
"Mid","Malta","Organic","2023-02-01","9","9","0","100.00","281.4"
"Mid","Malta","Paid Search","2023-02-01","5","4","1","80.00","175.3"
"Mid","Malta","Referral","2023-02-01","1","1","0","100.00","453.0"
"Mid","Malta","Social","2023-02-01","6","6","0","100.00","381.3"
"Mid","Netherlands","Affiliate","2023-02-01","9","7","2","77.78","243.6"
"Mid","Netherlands","Email","2023-02-01","3","2","1","66.67","142.0"
"Mid","Netherlands","Organic","2023-02-01","15","13","2","86.67","184.7"
"Mid","Netherlands","Paid Search","2023-02-01","11","10","1","90.91","255.4"
"Mid","Netherlands","Referral","2023-02-01","3","3","0","100.00","376.0"
"Mid","Netherlands","Social","2023-02-01","4","4","0","100.00","198.8"
"Mid","New Zealand","Affiliate","2023-02-01","7","7","0","100.00","197.4"
"Mid","New Zealand","Email","2023-02-01","3","3","0","100.00","615.7"
"Mid","New Zealand","Organic","2023-02-01","6","6","0","100.00","143.8"
"Mid","New Zealand","Paid Search","2023-02-01","7","7","0","100.00","245.1"
"Mid","New Zealand","Social","2023-02-01","2","1","1","50.00","353.0"
"Mid","Norway","Affiliate","2023-02-01","13","13","0","100.00","217.5"
"Mid","Norway","Email","2023-02-01","6","6","0","100.00","234.2"
"Mid","Norway","Organic","2023-02-01","10","9","1","90.00","370.2"
"Mid","Norway","Paid Search","2023-02-01","16","12","4","75.00","286.0"
"Mid","Norway","Referral","2023-02-01","3","2","1","66.67","161.5"
"Mid","Norway","Social","2023-02-01","7","6","1","85.71","360.7"
"Mid","Sweden","Affiliate","2023-02-01","18","16","2","88.89","236.8"
"Mid","Sweden","Email","2023-02-01","15","14","1","93.33","219.8"
"Mid","Sweden","Organic","2023-02-01","21","17","4","80.95","220.2"
"Mid","Sweden","Paid Search","2023-02-01","14","14","0","100.00","233.7"
"Mid","Sweden","Referral","2023-02-01","4","3","1","75.00","308.0"
"Mid","Sweden","Social","2023-02-01","11","9","2","81.82","190.6"
"Mid","UK","Affiliate","2023-02-01","33","29","4","87.88","226.3"
"Mid","UK","Email","2023-02-01","12","11","1","91.67","172.1"
"Mid","UK","Organic","2023-02-01","18","13","5","72.22","241.2"
"Mid","UK","Paid Search","2023-02-01","22","21","1","95.45","243.9"
"Mid","UK","Referral","2023-02-01","4","3","1","75.00","282.0"
"Mid","UK","Social","2023-02-01","13","12","1","92.31","298.2"
"VIP","Australia","Email","2023-02-01","2","1","1","50.00","308.0"
"VIP","Australia","Organic","2023-02-01","2","1","1","50.00","41.0"
"VIP","Australia","Paid Search","2023-02-01","2","0","2","0.00",NULL
"VIP","Australia","Social","2023-02-01","2","1","1","50.00","388.0"
"VIP","Austria","Affiliate","2023-02-01","3","2","1","66.67","324.0"
"VIP","Austria","Paid Search","2023-02-01","2","1","1","50.00","214.0"
"VIP","Austria","Social","2023-02-01","1","1","0","100.00","185.0"
"VIP","Canada","Affiliate","2023-02-01","1","0","1","0.00",NULL
"VIP","Canada","Email","2023-02-01","4","3","1","75.00","458.0"
"VIP","Canada","Organic","2023-02-01","2","1","1","50.00","503.0"
"VIP","Canada","Paid Search","2023-02-01","2","2","0","100.00","54.0"
"VIP","Canada","Social","2023-02-01","1","0","1","0.00",NULL
"VIP","Finland","Affiliate","2023-02-01","1","1","0","100.00","247.0"
"VIP","Finland","Email","2023-02-01","3","2","1","66.67","517.0"
"VIP","Finland","Referral","2023-02-01","1","0","1","0.00",NULL
"VIP","Finland","Social","2023-02-01","1","1","0","100.00","655.0"
"VIP","Germany","Email","2023-02-01","2","1","1","50.00","409.0"
"VIP","Germany","Organic","2023-02-01","5","4","1","80.00","218.3"
"VIP","Germany","Paid Search","2023-02-01","8","4","4","50.00","343.5"
"VIP","Germany","Social","2023-02-01","3","1","2","33.33","354.0"
"VIP","Ireland","Email","2023-02-01","1","1","0","100.00","405.0"
"VIP","Ireland","Organic","2023-02-01","2","2","0","100.00","251.0"
"VIP","Ireland","Paid Search","2023-02-01","2","1","1","50.00","140.0"
"VIP","Ireland","Social","2023-02-01","1","1","0","100.00","136.0"
"VIP","Malta","Affiliate","2023-02-01","4","0","4","0.00",NULL
"VIP","Malta","Email","2023-02-01","2","2","0","100.00","204.5"
"VIP","Malta","Paid Search","2023-02-01","1","0","1","0.00",NULL
"VIP","Malta","Referral","2023-02-01","1","1","0","100.00","133.0"
"VIP","Malta","Social","2023-02-01","1","0","1","0.00",NULL
"VIP","Netherlands","Affiliate","2023-02-01","1","0","1","0.00",NULL
"VIP","Netherlands","Email","2023-02-01","2","1","1","50.00","555.0"
"VIP","Netherlands","Organic","2023-02-01","1","0","1","0.00",NULL
"VIP","New Zealand","Affiliate","2023-02-01","1","1","0","100.00","686.0"
"VIP","Norway","Affiliate","2023-02-01","2","0","2","0.00",NULL
"VIP","Norway","Email","2023-02-01","1","0","1","0.00",NULL
"VIP","Norway","Paid Search","2023-02-01","1","1","0","100.00","180.0"
"VIP","Sweden","Affiliate","2023-02-01","2","0","2","0.00",NULL
"VIP","Sweden","Organic","2023-02-01","1","0","1","0.00",NULL
"VIP","Sweden","Paid Search","2023-02-01","2","0","2","0.00",NULL
"VIP","UK","Affiliate","2023-02-01","4","3","1","75.00","201.0"
"VIP","UK","Email","2023-02-01","1","1","0","100.00","133.0"
"VIP","UK","Organic","2023-02-01","6","2","4","33.33","167.0"
"VIP","UK","Referral","2023-02-01","2","1","1","50.00","312.0"
"VIP","UK","Social","2023-02-01","1","0","1","0.00",NULL
"Dormant","Australia","Affiliate","2023-03-01","5","5","0","100.00","79.6"
"Dormant","Australia","Organic","2023-03-01","8","8","0","100.00","163.1"
"Dormant","Australia","Paid Search","2023-03-01","1","1","0","100.00","44.0"
"Dormant","Austria","Affiliate","2023-03-01","2","2","0","100.00","67.0"
"Dormant","Austria","Email","2023-03-01","3","3","0","100.00","133.7"
"Dormant","Austria","Organic","2023-03-01","3","3","0","100.00","74.7"
"Dormant","Austria","Paid Search","2023-03-01","1","1","0","100.00","49.0"
